order_id,customer_id,order_date,status,total_amount
1274,292,2026-03-15,delivered,1122.16
1275,453,2024-12-22,delivered,1020.16
1276,106,2025-09-22,cancelled,2899.06
1277,55,2023-11-10,placed,429.3
1278,485,2023-04-07,delivered,775.2
1279,291,2025-09-15,shipped,334.74
1280,98,2024-10-19,cancelled,2019.72
1281,234,2023-01-26,shipped,440.74
1282,478,2026-05-04,cancelled,1789.82
1283,297,2025-04-11,returned,794.48
1284,348,2023-11-23,cancelled,876.32
1285,239,2025-05-21,cancelled,1399.22
1286,369,2023-01-20,cancelled,1030.05
1287,415,2025-04-30,placed,1126.72
1288,360,2026-04-30,cancelled,839.38
1289,242,2026-01-08,returned,1420.91
1290,328,2023-05-11,delivered,3791.59
1291,45,2025-04-01,returned,3191.58
1292,176,2026-01-27,returned,1669.78
1293,294,2023-03-27,shipped,677.14
1294,279,2026-01-03,placed,2898.02
1295,180,2023-06-03,cancelled,328.28
1296,356,2025-03-10,shipped,250.13
1297,469,2025-04-07,placed,1108.69
1298,152,2023-03-26,placed,252.03
1299,184,2023-09-30,cancelled,524.61
1300,192,2024-03-29,shipped,2271.76
1301,16,2026-01-28,delivered,4109.67
1302,389,2025-09-18,placed,814.4
1303,283,2024-06-24,cancelled,805.5
1304,346,2023-06-12,placed,3081.0
1305,21,2025-07-08,delivered,1417.4
1306,175,2025-01-03,returned,1989.61
1307,269,2024-03-08,delivered,3745.88
1308,449,2026-07-20,shipped,95.52
1309,96,2023-10-14,shipped,2034.54
1310,76,2023-03-03,delivered,102.97
1311,341,2023-08-22,delivered,3096.08
1312,325,2023-03-26,returned,859.26
1313,75,2024-01-04,placed,3175.13
1314,22,2025-10-15,delivered,3369.36
1315,387,2023-08-14,shipped,1960.88
1316,214,2024-05-12,placed,5146.58
1317,438,2023-08-10,cancelled,5388.82
1318,305,2023-11-24,returned,1717.23
1319,157,2025-02-21,shipped,2721.66
1320,353,2023-06-29,delivered,1391.88
1321,237,2025-11-29,returned,3066.45
1322,478,2025-04-29,returned,1781.59
1323,233,2024-05-20,returned,2295.13
1324,411,2023-08-01,placed,174.57
1325,275,2026-03-28,delivered,435.56
1326,173,2023-04-19,returned,2049.61
1327,284,2023-01-10,returned,826.68
1328,380,2026-05-29,returned,1194.92
1329,470,2025-08-07,shipped,2194.27
1330,119,2025-03-08,placed,896.2
1331,379,2024-01-17,cancelled,3442.75
1332,311,2025-07-21,shipped,881.61
1333,181,2025-11-30,cancelled,3920.29
1334,34,2024-10-01,cancelled,548.88
1335,11,2023-06-20,cancelled,3237.38
1336,113,2023-07-12,returned,1727.3
1337,269,2023-12-31,delivered,2068.89
1338,48,2024-08-28,returned,295.36
1339,241,2023-11-18,cancelled,443.18
1340,52,2023-08-23,delivered,1479.6
1341,79,2025-07-18,returned,943.29
1342,11,2025-03-12,returned,2893.77
1343,366,2025-08-21,shipped,48.76
1344,236,2025-04-02,returned,5580.46
1345,269,2023-04-29,cancelled,352.64
1346,189,2026-01-15,delivered,777.48
1347,154,2024-02-09,delivered,413.44
1348,9,2024-07-16,shipped,2516.72
1349,130,2025-01-19,cancelled,2133.39
1350,28,2023-09-15,delivered,1688.72
1351,100,2026-08-18,delivered,2168.23
1352,168,2026-08-05,delivered,1655.34
1353,281,2025-04-11,returned,2861.38
1354,22,2026-03-05,placed,1729.12
1355,131,2026-08-19,shipped,860.26
1356,136,2024-11-13,cancelled,1831.96
1357,85,2024-09-15,cancelled,1627.16
1358,176,2025-04-21,returned,2495.8
1359,428,2023-10-07,returned,3300.62
1360,303,2023-03-13,delivered,1379.36
1361,259,2023-06-01,delivered,3272.29
1362,475,2023-07-20,placed,2509.8
1363,203,2026-02-08,returned,2316.38
1364,85,2026-05-10,delivered,941.92
1365,408,2024-10-30,placed,1987.36
1366,2,2023-08-03,cancelled,1302.6
1367,45,2026-05-25,placed,657.62
1368,315,2023-03-14,placed,1789.21
1369,150,2024-05-04,returned,1480.83
1370,415,2023-10-09,cancelled,2303.04
1371,108,2023-12-04,shipped,1441.35
1372,353,2025-04-09,delivered,4034.38
1373,431,2026-04-11,delivered,2961.4
1374,402,2024-09-01,shipped,815.27
1375,254,2023-05-21,delivered,741.31
1376,365,2023-03-12,delivered,1712.13
1377,369,2024-12-23,returned,3308.42
1378,428,2023-08-01,returned,870.2
1379,343,2023-02-09,returned,539.17
1380,221,2024-11-23,placed,52.36
1381,445,2023-04-06,delivered,3642.29
1382,103,2023-11-13,placed,1927.94
1383,464,2024-08-20,cancelled,842.42
1384,278,2025-02-18,returned,874.48
1385,437,2024-07-17,placed,2136.57
1386,257,2025-10-01,returned,2154.38
1387,129,2026-04-22,placed,1613.01
1388,263,2023-11-06,cancelled,1113.05
1389,382,2023-05-29,shipped,1367.11
1390,341,2023-11-03,delivered,854.79
1391,243,2023-11-15,cancelled,2343.02
1392,418,2024-07-08,cancelled,1403.4
1393,158,2023-09-26,delivered,2545.33
1394,163,2026-04-12,placed,644.98
1395,160,2023-04-09,returned,2087.86
1396,49,2025-02-25,returned,104.2
1397,415,2023-03-15,delivered,1196.27
1398,9,2024-08-08,cancelled,1167.44
1399,3,2023-10-18,returned,1116.51
1400,271,2025-03-30,delivered,2717.87
1401,131,2023-08-28,returned,2547.36
1402,128,2024-05-16,shipped,747.44
1403,375,2024-09-07,placed,1259.05
1404,106,2023-09-18,cancelled,1204.94
1405,266,2024-04-26,delivered,1866.4
1406,2,2023-12-29,cancelled,1979.13
1407,91,2024-03-27,cancelled,295.31
1408,179,2023-02-13,delivered,2619.3
1409,139,2025-02-03,shipped,3565.62
1410,370,2024-01-13,delivered,3208.64
1411,343,2023-05-30,returned,3413.76
1412,56,2024-09-17,delivered,3280.83
1413,167,2024-07-16,placed,2616.43
1414,53,2025-10-18,returned,2572.24
1415,379,2023-10-23,placed,1442.48
1416,114,2024-02-01,shipped,281.28
1417,144,2023-07-30,returned,1097.2
1418,337,2025-12-03,placed,3449.63
1419,386,2026-07-04,cancelled,1769.27
1420,152,2026-05-02,cancelled,466.72
1421,69,2025-02-15,placed,372.98
1422,388,2025-01-12,delivered,1488.29
1423,392,2023-11-05,shipped,1123.6
1424,86,2024-07-07,delivered,4311.03
1425,409,2024-12-02,placed,2428.63
1426,448,2026-03-04,returned,901.82
1427,118,2023-10-18,returned,801.32
1428,333,2024-09-28,returned,791.72
1429,26,2024-09-13,returned,2251.95
1430,430,2023-01-20,shipped,422.83
1431,370,2024-07-29,returned,699.45
1432,349,2026-03-18,delivered,1204.82
1433,371,2023-11-30,placed,759.98
1434,414,2024-08-06,returned,485.98
1435,413,2023-10-26,placed,2171.43
1436,134,2026-05-31,shipped,604.34
1437,296,2026-06-25,returned,2471.63
1438,21,2026-05-13,returned,1247.29
1439,265,2026-04-22,delivered,3828.35
1440,283,2024-07-15,placed,3015.99
1441,476,2023-03-01,placed,2575.96
1442,243,2026-08-25,cancelled,917.34
1443,33,2025-09-12,cancelled,2448.52
1444,331,2024-11-08,delivered,985.57
1445,448,2024-07-26,placed,2399.37
1446,350,2024-06-13,shipped,1742.1
1447,492,2025-12-24,returned,4446.48
1448,357,2025-07-25,placed,2374.61
1449,422,2023-05-12,delivered,1087.28
1450,114,2024-10-27,shipped,357.1
1451,233,2023-04-22,returned,2315.97
1452,116,2025-10-09,placed,3770.92
1453,369,2025-07-20,returned,216.62
1454,14,2024-06-30,placed,3395.27
1455,146,2023-10-21,returned,1835.0
1456,452,2024-04-26,returned,1807.48
1457,40,2023-11-18,delivered,2309.75
1458,209,2026-09-04,shipped,1024.94
1459,232,2023-01-22,delivered,729.33
1460,275,2025-06-18,cancelled,390.12
1461,173,2023-08-06,shipped,1988.28
1462,484,2024-09-09,shipped,367.7
1463,204,2025-02-05,returned,196.21
1464,351,2025-02-23,cancelled,108.94
1465,90,2026-08-05,shipped,1794.43
1466,249,2024-09-15,cancelled,1943.17
1467,122,2023-07-06,cancelled,2083.83
1468,25,2025-08-03,returned,3322.21
1469,299,2023-09-06,shipped,4725.17
1470,268,2026-03-17,delivered,1030.68
1471,290,2025-04-22,placed,2593.11
1472,414,2025-08-04,shipped,3167.06
1473,12,2023-01-02,returned,4446.34
1474,371,2025-04-23,shipped,2841.67
1475,492,2024-06-01,cancelled,695.84
1476,282,2025-07-17,shipped,4574.63
1477,473,2024-12-14,shipped,1621.32
1478,51,2024-02-03,shipped,993.41
1479,99,2025-10-08,delivered,3462.74
1480,1,2025-07-27,placed,4907.27
1481,422,2025-04-03,placed,1065.08
1482,314,2025-02-12,delivered,429.63
1483,165,2023-10-06,placed,3341.23
1484,144,2025-07-09,delivered,896.52
1485,145,2025-04-13,cancelled,3303.84
1486,211,2024-03-27,shipped,3934.45
1487,269,2026-06-06,returned,851.21
1488,477,2024-11-22,shipped,470.05
1489,105,2026-05-08,shipped,10.46
1490,58,2024-05-04,shipped,1708.94
1491,304,2023-03-11,placed,858.69
1492,499,2024-05-29,placed,2584.54
1493,464,2024-09-17,cancelled,1884.85
1494,100,2023-02-24,delivered,4386.82
1495,435,2024-05-07,returned,1198.21
1496,231,2025-05-21,placed,4410.5
1497,266,2025-08-05,shipped,191.18
1498,74,2025-01-23,placed,728.2
1499,202,2025-11-05,delivered,815.52
1500,230,2023-07-06,placed,1151.3
1501,204,2024-03-26,cancelled,3544.47
1502,278,2024-12-26,cancelled,3356.51
1503,280,2025-05-22,returned,2220.28
1504,101,2025-09-18,returned,1046.26
1505,33,2025-10-08,cancelled,3422.84
1506,101,2026-03-16,cancelled,1027.11
1507,1,2025-08-02,cancelled,1701.3
1508,340,2025-10-09,delivered,2120.7
1509,176,2025-10-19,delivered,2489.68
1510,418,2024-03-06,returned,2375.78
1511,462,2026-04-21,returned,345.56
1512,41,2024-11-07,delivered,2002.62
1513,176,2024-07-22,cancelled,1279.28
1514,114,2023-03-15,delivered,2092.88
1515,165,2024-05-16,cancelled,920.54
1516,58,2024-08-31,cancelled,1834.9
1517,56,2024-11-04,delivered,2009.18
1518,434,2026-01-19,returned,905.72
1519,163,2024-09-23,placed,1429.8
1520,77,2024-12-15,placed,834.04
1521,269,2026-01-14,cancelled,3610.12
1522,490,2026-04-23,delivered,4953.91
1523,174,2024-08-30,returned,3308.39
1524,220,2024-05-09,delivered,441.83
1525,22,2025-06-23,shipped,1470.56
1526,445,2025-07-20,delivered,165.37
1527,247,2026-08-07,placed,2783.58
1528,461,2026-04-01,cancelled,1609.08
1529,148,2023-09-11,shipped,807.34
1530,89,2026-04-03,returned,198.52
1531,33,2023-04-28,shipped,1195.2
1532,320,2024-06-09,placed,443.31
1533,267,2023-08-29,shipped,2143.71
1534,91,2026-07-11,shipped,1793.51
1535,80,2023-04-14,returned,622.42
1536,262,2023-08-10,cancelled,3298.28
1537,235,2023-05-31,shipped,1883.66
1538,475,2023-07-18,placed,1274.96
1539,410,2023-07-22,delivered,2713.58
1540,482,2023-10-02,delivered,1896.53
1541,202,2026-07-03,delivered,1632.83
1542,372,2023-01-31,placed,471.06
1543,83,2024-07-13,placed,1855.68
1544,488,2025-07-06,returned,2411.78
1545,136,2026-06-06,returned,3008.96
1546,274,2024-09-28,cancelled,104.99
1547,143,2024-07-18,delivered,585.83
1548,35,2025-09-18,delivered,797.73
1549,374,2023-01-29,returned,685.74
1550,422,2023-09-12,shipped,1984.52
1551,43,2023-01-30,shipped,2442.47
1552,386,2025-12-13,shipped,62.39
1553,196,2026-01-27,cancelled,51.44
1554,317,2024-11-29,placed,3347.61
1555,173,2024-03-27,shipped,2901.25
1556,350,2025-02-16,cancelled,5127.99
1557,430,2025-05-31,placed,205.38
1558,356,2025-11-23,returned,2881.52
1559,199,2024-10-15,delivered,168.76
1560,247,2025-06-13,placed,1800.79
1561,370,2024-12-13,placed,2074.49
1562,351,2025-01-07,placed,76.44
1563,186,2024-09-07,cancelled,2452.06
1564,129,2025-02-01,cancelled,700.68
1565,2,2026-04-22,placed,385.73
1566,409,2024-02-16,returned,36.38
1567,467,2025-11-26,cancelled,1835.96
1568,76,2023-11-01,returned,487.23
1569,361,2024-05-14,placed,2650.1
1570,417,2024-01-23,delivered,1146.7
1571,290,2026-02-10,cancelled,1878.94
1572,255,2023-07-19,placed,781.11
1573,81,2024-01-18,cancelled,1897.11
1574,359,2026-07-09,cancelled,490.01
1575,207,2025-04-11,cancelled,2319.32
1576,130,2023-08-05,placed,884.55
1577,279,2024-12-20,returned,867.63
1578,162,2023-09-02,shipped,51.88
1579,313,2023-08-24,returned,5600.04
1580,417,2025-08-09,cancelled,2825.17
1581,128,2026-04-30,shipped,1544.34
1582,467,2025-12-03,placed,1333.65
1583,211,2023-08-05,placed,473.44
1584,477,2023-06-07,returned,1031.25
1585,385,2026-08-28,returned,5883.57
1586,156,2025-02-11,returned,803.77
1587,226,2024-08-15,returned,1364.42
1588,243,2024-05-11,placed,1336.76
1589,332,2023-10-03,placed,2545.51
1590,308,2025-08-08,cancelled,3765.53
1591,133,2025-06-13,placed,2680.88
1592,477,2026-08-07,cancelled,4584.85
1593,220,2023-07-18,placed,517.02
1594,82,2024-08-25,delivered,2793.01
1595,451,2026-08-04,cancelled,2181.28
1596,35,2024-12-18,cancelled,49.15
1597,38,2023-06-13,shipped,364.16
1598,387,2023-02-03,returned,1678.8
1599,458,2026-06-05,placed,1572.71
1600,425,2025-10-29,placed,1399.03
1601,316,2026-06-27,placed,3190.61
1602,248,2026-05-31,placed,2269.58
1603,265,2023-07-29,placed,2815.36
1604,280,2026-07-27,cancelled,4048.05
1605,302,2025-01-04,delivered,852.93
1606,352,2024-11-12,cancelled,2178.04
1607,373,2025-05-19,placed,846.84
1608,364,2024-02-02,shipped,501.57
1609,307,2026-04-19,placed,3520.74
1610,350,2026-07-27,delivered,3457.61
1611,175,2025-10-10,returned,1569.4
1612,158,2026-08-29,delivered,613.7
1613,208,2025-06-15,cancelled,868.21
1614,204,2025-12-10,delivered,2096.39
1615,409,2025-09-06,cancelled,2685.12
1616,52,2026-05-24,placed,2852.63
1617,302,2024-03-31,returned,4211.27
1618,368,2023-05-31,cancelled,1164.4
1619,118,2024-10-05,cancelled,2673.3
1620,180,2023-02-23,shipped,2023.49
1621,487,2025-06-30,delivered,523.84
1622,335,2023-06-07,delivered,1611.65
1623,100,2023-02-03,shipped,4104.81
1624,348,2025-04-09,shipped,2598.13
1625,35,2023-10-24,returned,779.89
1626,458,2024-04-25,shipped,1184.61
1627,259,2024-03-14,delivered,2950.77
1628,244,2025-03-28,returned,3191.48
1629,377,2023-09-20,cancelled,4412.23
1630,430,2024-12-08,cancelled,1907.16
1631,90,2025-11-16,delivered,842.34
1632,406,2025-10-27,placed,1063.14
1633,265,2023-09-21,returned,176.1
1634,63,2023-04-23,placed,237.72
1635,456,2026-02-15,placed,933.4
1636,195,2025-06-28,placed,1435.44
1637,63,2026-07-11,placed,2619.83
1638,387,2026-08-04,placed,4759.45
1639,405,2024-06-14,placed,736.0
1640,9,2024-10-21,cancelled,2547.98
1641,353,2025-03-21,placed,3057.07
1642,361,2024-11-18,shipped,3490.49
1643,241,2023-03-17,placed,2337.03
1644,311,2025-06-15,cancelled,544.54
1645,286,2024-06-18,returned,2531.35
1646,460,2025-08-20,cancelled,135.24
1647,483,2024-07-28,placed,1076.34
1648,155,2024-06-02,placed,4916.4
1649,71,2023-01-17,cancelled,2954.86
1650,224,2024-04-08,delivered,1382.77
1651,39,2024-02-19,cancelled,1085.7
1652,188,2024-08-21,delivered,2696.5
1653,24,2025-01-24,delivered,2281.68
1654,26,2023-10-17,placed,2765.54
1655,471,2026-04-08,returned,1901.16
1656,483,2025-09-23,returned,1663.27
1657,313,2024-07-12,shipped,1299.96
1658,70,2024-08-17,shipped,160.36
1659,221,2023-08-09,returned,1807.02
1660,294,2025-09-05,delivered,3767.71
1661,132,2026-04-21,delivered,2886.38
1662,43,2025-09-06,shipped,508.44
1663,79,2024-07-10,delivered,2676.27
1664,471,2026-01-27,shipped,1696.29
1665,129,2025-03-14,delivered,4177.81
1666,475,2023-07-13,delivered,681.75
1667,172,2024-02-12,delivered,335.72
1668,290,2026-08-21,shipped,272.72
1669,171,2024-12-07,delivered,1265.32
1670,159,2024-03-26,placed,1996.15
1671,28,2026-06-08,shipped,1586.3
1672,162,2025-03-04,delivered,998.22
1673,458,2024-05-20,placed,3114.0
1674,31,2023-01-09,placed,377.77
1675,369,2025-05-08,shipped,1209.31
1676,253,2024-01-03,placed,2311.85
1677,202,2023-08-24,delivered,2910.96
1678,314,2024-09-13,delivered,945.9
1679,466,2025-02-02,placed,2282.79
1680,184,2026-05-14,delivered,392.48
1681,31,2023-09-25,cancelled,3217.72
1682,23,2026-01-23,shipped,3477.17
1683,11,2024-01-25,placed,2154.34
1684,195,2024-10-21,delivered,1783.05
1685,339,2026-01-10,returned,327.18
1686,404,2024-02-10,placed,3364.59
1687,228,2025-02-25,shipped,1581.57
1688,473,2024-10-26,cancelled,1394.04
1689,203,2025-09-21,placed,1791.59
1690,73,2023-10-29,cancelled,1880.08
1691,228,2025-11-29,placed,233.4
1692,385,2023-07-27,returned,437.14
1693,491,2024-02-08,shipped,76.84
1694,465,2025-05-10,returned,1451.12
1695,352,2025-05-05,delivered,2712.99
1696,354,2023-06-16,placed,2322.81
1697,298,2025-06-13,cancelled,837.96
1698,264,2024-01-22,shipped,897.44
1699,315,2023-08-30,delivered,1783.77
1700,499,2026-05-03,delivered,2716.29
1701,68,2025-05-16,shipped,1962.92
1702,214,2023-02-08,delivered,602.88
1703,2,2025-10-24,placed,2173.06
1704,115,2024-10-24,shipped,327.62
1705,307,2026-07-28,placed,1179.82
1706,495,2025-03-15,returned,1410.44
1707,8,2024-05-01,returned,1123.2
1708,189,2024-10-07,cancelled,3670.77
1709,399,2024-08-09,delivered,3096.01
1710,97,2023-12-13,shipped,1817.71
1711,76,2025-07-10,delivered,2332.57
1712,285,2026-08-02,delivered,750.88
1713,477,2026-01-04,cancelled,1057.84
1714,293,2024-05-16,cancelled,3235.78
1715,96,2025-09-12,delivered,232.66
1716,134,2023-01-24,shipped,86.78
1717,362,2023-12-15,delivered,4412.0
1718,459,2025-02-20,delivered,3089.69
1719,373,2023-07-16,returned,1928.86
1720,418,2024-09-11,delivered,2069.9
1721,204,2025-07-20,delivered,1040.51
1722,198,2024-04-25,placed,2873.42
1723,155,2023-03-13,delivered,1003.54
1724,465,2024-04-30,placed,250.36
1725,272,2025-05-05,delivered,247.22
1726,478,2026-07-07,returned,3110.19
1727,259,2023-03-07,cancelled,1109.91
1728,211,2024-01-27,delivered,1748.96
1729,166,2025-05-08,cancelled,351.38
1730,24,2023-04-14,delivered,996.04
1731,338,2023-09-18,placed,489.0
1732,350,2025-04-24,shipped,420.38
1733,14,2025-10-24,returned,1703.09
1734,85,2025-03-15,placed,1452.45
1735,266,2023-08-13,cancelled,1874.98
1736,177,2024-03-09,shipped,2313.17
1737,355,2024-02-29,cancelled,906.08
1738,187,2026-02-09,cancelled,330.4
1739,180,2025-12-11,placed,2617.94
1740,103,2023-12-31,cancelled,248.24
1741,80,2025-07-27,cancelled,894.02
1742,286,2024-05-02,returned,2329.65
1743,391,2024-12-19,delivered,3166.98
1744,387,2024-04-17,returned,1259.68
1745,491,2023-07-13,delivered,2893.17
1746,126,2023-07-04,placed,139.42
1747,351,2024-01-14,cancelled,1533.13
1748,335,2025-11-12,returned,2550.78
1749,261,2024-07-07,delivered,2449.57
1750,410,2026-05-22,shipped,216.92
1751,369,2023-08-08,delivered,504.96
1752,140,2023-10-20,placed,1882.78
1753,87,2024-11-07,cancelled,250.48
1754,374,2026-01-22,placed,1225.08
1755,221,2025-12-04,returned,2351.14
1756,309,2025-01-20,shipped,3275.52
1757,357,2025-07-15,returned,3246.41
1758,196,2026-07-04,delivered,817.18
1759,62,2026-02-11,returned,388.42
1760,249,2025-08-15,cancelled,1711.16
1761,496,2025-08-01,returned,2884.15
1762,104,2025-12-14,cancelled,630.96
1763,113,2024-07-14,cancelled,3191.2
1764,493,2026-05-16,cancelled,1470.85
1765,304,2023-06-06,cancelled,534.39
1766,83,2023-06-26,returned,1718.99
1767,41,2023-01-24,delivered,3486.86
1768,132,2024-04-12,placed,1380.8
1769,231,2025-07-17,delivered,1582.73
1770,347,2023-07-06,returned,331.3
1771,371,2024-08-16,cancelled,646.97
1772,458,2026-08-20,returned,2638.98
1773,323,2024-12-04,cancelled,1805.98
1774,291,2026-07-27,cancelled,1547.61
1775,448,2023-08-20,delivered,106.0
1776,443,2024-02-14,cancelled,2144.64
1777,430,2025-09-27,cancelled,1942.28
1778,41,2023-06-09,returned,1161.25
1779,105,2023-06-22,delivered,375.16
1780,128,2025-07-22,shipped,1305.9
1781,231,2025-07-13,returned,3240.3
1782,299,2024-02-18,placed,2105.84
1783,33,2023-10-10,cancelled,1658.02
1784,84,2026-08-11,shipped,2002.65
1785,69,2024-07-24,delivered,1133.09
1786,63,2025-10-22,cancelled,3029.48
1787,30,2023-05-31,shipped,2465.74
1788,88,2023-01-26,shipped,1079.37
1789,487,2024-10-12,shipped,695.79
1790,485,2024-08-02,returned,1441.04
1791,491,2023-09-21,shipped,2073.49
1792,370,2023-02-14,cancelled,3412.08
1793,134,2025-06-05,cancelled,926.4
1794,26,2025-03-08,cancelled,1678.28
1795,447,2024-09-22,placed,1491.33
1796,389,2026-05-06,returned,2952.15
1797,232,2023-02-28,returned,69.35
1798,45,2024-02-10,placed,1932.72
1799,22,2023-01-14,shipped,3667.98
1800,442,2023-05-10,cancelled,1805.23
1801,92,2023-06-16,returned,1902.13
1802,128,2025-03-19,shipped,3513.28
1803,99,2025-02-28,shipped,210.34
1804,149,2023-09-26,delivered,1215.23
1805,238,2025-06-20,placed,1047.57
1806,393,2023-02-09,delivered,1407.0
1807,325,2023-07-15,shipped,1087.79
1808,255,2025-09-29,cancelled,1651.88
1809,43,2024-01-08,shipped,1464.82
1810,341,2025-02-18,returned,2372.87
1811,39,2024-04-18,delivered,599.5
1812,276,2026-02-23,placed,707.32
1813,81,2025-11-15,placed,103.42
1814,425,2025-04-03,shipped,774.36
1815,467,2024-11-09,placed,3293.93
1816,54,2023-04-02,returned,404.28
1817,276,2026-01-06,placed,2624.91
1818,269,2025-10-22,cancelled,1745.19
1819,446,2024-12-11,cancelled,646.14
1820,73,2025-08-20,cancelled,1140.61
1821,24,2026-07-19,delivered,1908.0
1822,481,2023-08-19,returned,2754.87
1823,264,2025-10-10,shipped,33.22
1824,449,2023-01-06,cancelled,1800.24
1825,100,2025-09-01,returned,1105.67
1826,1,2026-05-27,delivered,3836.76
1827,440,2026-05-22,shipped,2236.08
1828,452,2026-02-18,shipped,2760.2
1829,453,2024-09-30,returned,2202.79
1830,259,2025-07-27,shipped,464.0
1831,96,2023-09-06,cancelled,2711.12
1832,86,2025-06-24,placed,2104.56
1833,304,2023-05-25,cancelled,3790.14
1834,421,2026-01-26,cancelled,2365.66
1835,322,2026-08-11,placed,2717.12
1836,156,2024-07-23,placed,2410.58
1837,181,2024-11-22,returned,2170.29
1838,376,2024-07-01,returned,2913.36
1839,455,2025-10-20,placed,1774.0
1840,284,2024-02-27,returned,277.86
1841,427,2024-09-18,delivered,1993.88
1842,342,2024-11-29,returned,2326.34
1843,348,2024-10-28,delivered,2939.15
1844,99,2024-04-30,cancelled,1600.1
1845,324,2024-01-23,shipped,2077.17
1846,341,2025-08-28,delivered,2374.86
1847,467,2023-04-21,delivered,3868.87
1848,326,2024-10-25,delivered,2610.92
1849,50,2024-06-01,shipped,937.16
1850,95,2024-09-06,placed,488.92
1851,399,2025-09-16,shipped,2394.41
1852,300,2025-07-12,delivered,428.82
1853,258,2026-02-04,delivered,1920.38
1854,233,2023-10-31,delivered,1796.07
1855,271,2024-07-01,delivered,181.42
1856,154,2026-08-16,returned,1725.19
1857,272,2024-07-29,shipped,1980.08
1858,90,2026-02-25,cancelled,3203.27
1859,109,2026-04-17,delivered,236.6
1860,352,2025-12-14,cancelled,1674.92
1861,227,2026-06-16,cancelled,1534.28
1862,417,2024-05-08,cancelled,1873.43
1863,464,2023-01-18,delivered,346.3
1864,58,2025-06-25,placed,2884.25
1865,88,2025-06-22,delivered,3344.65
1866,364,2024-06-16,returned,1520.1
1867,226,2024-12-03,returned,2662.66
1868,135,2025-06-28,delivered,431.2
1869,390,2023-06-10,shipped,2822.06
1870,252,2024-06-14,returned,871.02
1871,455,2025-07-23,placed,3558.67
1872,425,2026-08-06,delivered,1193.74
1873,124,2025-09-23,returned,958.94
1874,273,2026-04-14,shipped,1781.59
1875,168,2023-08-15,placed,875.44
1876,176,2024-05-03,returned,3613.24
1877,108,2023-09-25,delivered,1177.29
1878,500,2023-09-27,cancelled,683.79
1879,127,2026-02-08,placed,1050.56
1880,127,2024-06-27,cancelled,5076.01
1881,176,2023-11-09,shipped,480.53
1882,458,2024-07-24,placed,3469.6
1883,287,2024-11-01,returned,1960.64
1884,5,2025-10-24,delivered,568.21
1885,133,2025-10-26,delivered,2145.29
1886,441,2025-03-08,returned,181.4
1887,275,2025-10-13,delivered,4209.97
1888,64,2025-12-12,cancelled,2399.68
1889,421,2026-06-21,delivered,1421.46
1890,303,2024-04-23,returned,3102.54
1891,129,2025-06-15,placed,775.83
1892,179,2026-06-30,shipped,4536.89
1893,313,2026-08-20,placed,1783.83
1894,430,2024-11-18,delivered,167.96
1895,191,2023-07-18,shipped,743.71
1896,200,2024-09-03,delivered,2312.88
1897,52,2023-06-14,placed,3003.58
1898,87,2024-10-19,placed,417.76
1899,411,2023-11-07,cancelled,316.87
1900,239,2026-06-20,cancelled,1572.02
1901,18,2023-02-09,cancelled,1200.43
1902,381,2025-09-18,returned,3444.89
1903,406,2026-01-20,placed,3185.17
1904,75,2024-10-31,shipped,866.47
1905,110,2023-02-05,returned,1968.72
1906,243,2023-08-29,shipped,2383.25
1907,334,2025-03-23,cancelled,1897.63
1908,342,2024-03-15,placed,3179.16
1909,411,2024-02-11,returned,3868.7
1910,133,2025-04-17,placed,1305.13
1911,293,2025-10-18,returned,1121.08
1912,138,2025-06-07,returned,2823.62
1913,439,2024-11-29,placed,1586.22
1914,381,2024-10-23,shipped,17.22
1915,107,2024-09-18,shipped,14.0
1916,266,2024-01-30,cancelled,1225.83
1917,2,2024-10-31,returned,3102.29
1918,234,2024-11-09,returned,3618.64
1919,26,2024-12-30,placed,2656.26
1920,310,2025-12-23,returned,1382.06
1921,413,2024-12-27,placed,330.7
1922,123,2023-01-24,delivered,2272.28
1923,28,2025-10-23,placed,274.32
1924,330,2026-08-24,placed,1002.02
1925,263,2026-03-28,cancelled,3521.86
1926,405,2023-06-10,delivered,1745.94
1927,9,2024-08-27,placed,1456.43
1928,352,2026-02-20,cancelled,788.44
1929,499,2024-08-17,delivered,1800.47
1930,113,2023-02-18,placed,1096.24
1931,16,2023-08-26,placed,728.04
1932,46,2025-06-05,shipped,1420.56
1933,367,2025-11-13,delivered,881.76
1934,167,2026-04-04,shipped,4326.62
1935,437,2023-08-09,delivered,2987.89
1936,133,2024-08-01,shipped,732.02
1937,65,2024-02-24,cancelled,3671.68
1938,361,2024-06-06,cancelled,5152.02
1939,210,2025-10-23,returned,3083.52
1940,19,2025-02-03,cancelled,758.4
1941,248,2024-10-21,delivered,634.6
1942,158,2025-01-14,cancelled,3067.54
1943,132,2024-12-25,returned,2296.21
1944,46,2024-09-23,placed,1552.72
1945,280,2025-01-25,returned,468.96
1946,2,2023-07-30,cancelled,1102.14
1947,443,2023-03-16,returned,1349.44
1948,208,2023-12-20,cancelled,758.13
1949,450,2025-03-05,delivered,747.4
1950,27,2024-05-22,delivered,740.18
1951,229,2025-06-28,returned,3518.15
1952,302,2025-10-27,cancelled,3847.58
1953,146,2024-01-18,cancelled,4328.96
1954,286,2023-03-24,returned,2133.5
1955,283,2025-03-04,returned,1952.36
