order_item_id,order_id,product_id,quantity,unit_price
3464,1159,154,2,283.63
3465,1159,136,1,401.13
3466,1159,93,2,348.38
3467,1159,136,2,190.36
3468,1159,26,2,319.28
3469,1160,193,2,272.71
3470,1160,157,4,429.86
3471,1161,76,4,450.97
3472,1161,108,4,236.66
3473,1161,35,3,5.18
3474,1161,65,3,108.33
3475,1162,18,1,378.81
3476,1162,36,2,243.06
3477,1162,42,2,198.66
3478,1162,41,4,198.54
3479,1162,50,2,417.99
3480,1163,36,4,66.12
3481,1163,190,2,106.89
3482,1163,37,3,381.49
3483,1164,80,1,386.97
3484,1164,154,4,119.93
3485,1164,113,3,412.01
3486,1164,139,4,81.07
3487,1164,194,3,438.24
3488,1165,66,1,315.31
3489,1165,110,2,438.74
3490,1165,178,4,380.44
3491,1165,58,1,48.84
3492,1166,93,2,435.33
3493,1166,171,4,419.17
3494,1166,111,4,33.04
3495,1166,27,3,421.95
3496,1166,188,3,452.84
3497,1167,108,3,491.63
3498,1167,22,1,55.06
3499,1167,125,2,294.96
3500,1168,171,3,56.46
3501,1168,200,4,282.53
3502,1168,145,4,305.28
3503,1168,171,4,25.84
3504,1169,148,1,63.15
3505,1170,149,4,408.57
3506,1170,184,1,176.92
3507,1170,113,4,288.81
3508,1171,161,4,336.19
3509,1171,7,2,285.63
3510,1171,7,3,53.91
3511,1171,106,1,365.88
3512,1172,175,3,179.43
3513,1172,64,3,225.77
3514,1172,13,3,231.81
3515,1173,54,3,371.65
3516,1173,193,3,391.58
3517,1174,86,3,310.12
3518,1175,79,1,457.51
3519,1175,24,4,159.9
3520,1175,128,2,379.5
3521,1176,90,3,403.92
3522,1176,93,2,479.86
3523,1176,83,1,60.18
3524,1176,149,3,454.87
3525,1177,194,2,202.0
3526,1177,179,1,103.32
3527,1177,24,4,426.84
3528,1178,91,4,70.85
3529,1178,99,1,423.28
3530,1178,189,3,308.64
3531,1178,22,3,499.72
3532,1178,114,1,126.72
3533,1179,127,2,417.46
3534,1180,113,2,76.96
3535,1180,76,2,482.47
3536,1181,113,4,280.38
3537,1181,146,2,209.1
3538,1181,133,4,315.49
3539,1181,100,3,354.84
3540,1182,95,3,450.53
3541,1182,61,3,272.48
3542,1182,20,2,164.22
3543,1182,180,2,398.8
3544,1183,130,4,270.0
3545,1184,185,3,360.19
3546,1184,166,2,235.32
3547,1185,159,4,251.08
3548,1185,112,1,476.82
3549,1185,44,1,282.18
3550,1185,144,1,448.44
3551,1186,175,3,37.38
3552,1187,65,1,358.24
3553,1187,126,4,353.59
3554,1187,35,4,111.53
3555,1187,116,3,271.51
3556,1187,173,3,168.61
3557,1188,37,3,432.05
3558,1188,157,1,357.5
3559,1188,92,1,388.44
3560,1188,19,1,267.24
3561,1189,64,2,418.69
3562,1189,8,4,365.69
3563,1190,104,4,403.43
3564,1191,88,2,52.45
3565,1191,91,2,355.1
3566,1192,24,2,133.95
3567,1192,52,2,178.84
3568,1192,166,1,173.16
3569,1192,193,1,264.31
3570,1193,143,1,342.94
3571,1194,136,1,7.31
3572,1195,146,3,430.38
3573,1196,163,4,94.98
3574,1196,56,3,53.0
3575,1197,96,2,446.26
3576,1197,181,2,256.13
3577,1197,114,1,312.93
3578,1197,138,1,404.57
3579,1197,80,3,58.35
3580,1198,133,2,450.61
3581,1198,128,2,303.73
3582,1198,157,3,469.22
3583,1198,169,4,393.11
3584,1198,30,1,172.48
3585,1199,126,2,398.06
3586,1199,11,3,34.02
3587,1200,26,1,333.44
3588,1200,83,4,379.68
3589,1200,165,2,144.87
3590,1200,35,4,382.94
3591,1200,75,4,205.1
3592,1201,7,4,56.64
3593,1201,144,4,306.78
3594,1201,79,4,496.18
3595,1201,198,3,386.57
3596,1202,11,2,473.66
3597,1202,79,2,322.26
3598,1202,190,1,269.47
3599,1202,13,3,195.53
3600,1202,91,1,412.75
3601,1203,135,2,256.83
3602,1203,175,1,455.78
3603,1203,26,4,475.23
3604,1203,57,3,41.12
3605,1203,53,4,107.33
3606,1204,12,4,106.98
3607,1205,2,2,331.5
3608,1205,85,2,493.61
3609,1205,59,3,459.2
3610,1206,37,2,312.77
3611,1206,67,4,341.8
3612,1207,168,3,207.56
3613,1207,3,4,412.66
3614,1208,200,4,130.45
3615,1208,3,4,25.69
3616,1209,170,2,39.91
3617,1209,30,1,83.67
3618,1210,47,3,87.85
3619,1211,73,3,145.93
3620,1211,146,3,58.7
3621,1211,31,4,412.32
3622,1211,52,1,279.6
3623,1212,133,1,237.13
3624,1212,28,1,118.18
3625,1213,22,1,124.67
3626,1213,158,3,221.86
3627,1214,197,1,333.12
3628,1214,129,2,385.43
3629,1214,186,3,26.66
3630,1214,4,2,173.97
3631,1214,65,2,178.31
3632,1215,98,2,473.68
3633,1215,130,1,116.49
3634,1215,161,2,171.26
3635,1215,185,4,17.53
3636,1216,155,3,280.64
3637,1216,37,3,33.07
3638,1217,133,1,311.2
3639,1217,44,3,188.33
3640,1217,37,1,343.74
3641,1217,2,4,6.69
3642,1218,31,2,382.28
3643,1218,10,1,14.8
3644,1218,122,4,144.82
3645,1218,158,4,227.59
3646,1218,192,2,343.03
3647,1219,163,4,242.17
3648,1219,40,4,270.55
3649,1219,93,2,76.48
3650,1220,66,2,187.2
3651,1220,6,4,403.7
3652,1220,37,1,232.67
3653,1220,182,2,493.81
3654,1221,104,4,442.39
3655,1221,118,4,224.73
3656,1222,87,3,334.36
3657,1222,35,2,126.77
3658,1222,183,2,286.35
3659,1223,119,4,190.53
3660,1223,79,2,199.45
3661,1223,121,1,273.7
3662,1224,106,1,103.71
3663,1224,87,2,331.53
3664,1224,133,4,94.26
3665,1224,114,1,348.51
3666,1224,99,2,140.29
3667,1225,165,4,289.66
3668,1225,51,2,208.59
3669,1226,196,4,161.53
3670,1226,196,1,339.71
3671,1227,6,1,460.49
3672,1228,24,3,466.12
3673,1228,92,2,373.07
3674,1228,55,3,421.14
3675,1229,150,4,240.17
3676,1229,181,2,148.42
3677,1229,26,2,450.9
3678,1230,31,4,83.35
3679,1230,142,4,351.43
3680,1230,72,2,488.18
3681,1230,170,2,455.05
3682,1231,98,4,192.79
3683,1231,44,1,295.16
3684,1232,150,2,226.43
3685,1232,6,4,473.57
3686,1232,146,3,443.37
3687,1232,22,3,39.1
3688,1233,174,4,458.8
3689,1233,29,2,480.98
3690,1233,83,3,357.15
3691,1234,155,4,12.9
3692,1234,152,4,495.89
3693,1234,94,3,100.05
3694,1235,126,3,453.38
3695,1236,68,4,498.1
3696,1236,87,1,140.05
3697,1236,195,4,331.41
3698,1237,34,1,368.65
3699,1238,52,4,193.11
3700,1238,10,3,349.94
3701,1238,86,3,402.56
3702,1238,109,4,355.1
3703,1239,142,2,246.97
3704,1239,69,1,457.11
3705,1239,172,1,403.71
3706,1240,30,1,406.32
3707,1240,196,1,125.27
3708,1240,46,3,37.15
3709,1240,147,2,390.54
3710,1240,20,1,362.94
3711,1241,19,2,293.46
3712,1241,118,3,394.14
3713,1241,28,1,32.8
3714,1241,36,2,459.41
3715,1241,21,2,50.39
3716,1242,111,2,109.06
3717,1243,83,2,240.64
3718,1243,51,4,304.7
3719,1243,48,4,147.59
3720,1243,174,1,224.05
3721,1244,46,2,135.31
3722,1245,49,1,352.92
3723,1245,20,2,97.59
3724,1245,83,2,85.4
3725,1245,163,3,302.77
3726,1245,130,3,113.04
3727,1246,136,1,329.15
3728,1246,175,3,144.32
3729,1247,17,4,175.39
3730,1248,194,4,44.58
3731,1248,196,4,10.94
3732,1248,191,1,162.61
3733,1248,198,3,350.55
3734,1248,156,1,286.75
3735,1249,92,4,188.37
3736,1249,77,4,160.17
3737,1249,191,2,117.92
3738,1249,44,1,346.98
3739,1250,84,4,234.49
3740,1250,119,4,80.58
3741,1250,189,4,212.7
3742,1250,7,2,395.19
3743,1251,94,1,220.02
3744,1251,170,2,79.76
3745,1251,48,2,51.95
3746,1251,101,4,79.2
3747,1252,128,4,83.37
3748,1253,59,2,245.83
3749,1253,186,4,219.26
3750,1253,41,4,484.7
3751,1254,18,3,354.48
3752,1255,61,4,402.79
3753,1255,107,4,11.42
3754,1256,162,3,343.61
3755,1256,110,1,301.56
3756,1256,136,3,173.84
3757,1257,145,4,36.25
3758,1257,115,3,211.42
3759,1257,54,3,345.7
3760,1258,72,3,290.72
3761,1258,85,2,451.42
3762,1258,83,2,355.51
3763,1258,157,2,407.59
3764,1259,121,1,160.16
3765,1259,25,4,376.35
3766,1259,160,3,45.25
3767,1259,126,4,303.29
3768,1259,187,3,38.13
3769,1260,183,2,185.07
3770,1260,200,1,239.5
3771,1260,58,1,166.97
3772,1261,144,2,392.92
3773,1261,82,4,492.72
3774,1261,155,2,412.95
3775,1261,166,2,479.07
3776,1262,76,1,369.07
3777,1263,73,2,396.4
3778,1263,109,1,152.6
3779,1263,53,2,151.57
3780,1263,8,4,43.96
3781,1263,120,2,226.11
3782,1264,153,4,380.44
3783,1264,28,3,230.69
3784,1265,73,2,295.31
3785,1265,83,1,66.34
3786,1265,84,4,187.57
3787,1265,81,4,277.31
3788,1266,102,2,166.67
3789,1266,195,1,323.59
3790,1266,83,1,442.21
3791,1267,17,1,74.26
3792,1267,27,2,470.36
3793,1267,61,1,378.56
3794,1267,92,3,45.17
3795,1268,103,1,264.72
3796,1268,165,4,348.82
3797,1268,141,1,408.11
3798,1268,115,2,62.05
3799,1269,62,1,324.16
3800,1269,143,1,30.98
3801,1270,11,1,113.41
3802,1270,60,2,477.44
3803,1270,36,3,164.86
3804,1270,194,4,14.53
3805,1271,7,4,277.27
3806,1271,11,2,296.89
3807,1271,54,2,293.46
3808,1271,2,3,352.4
3809,1272,43,4,110.33
3810,1272,138,1,458.02
3811,1272,191,3,136.5
3812,1272,96,4,84.13
3813,1272,52,3,170.57
3814,1273,31,3,228.57
3815,1273,115,4,106.27
3816,1273,29,1,196.79
3817,1273,28,2,104.07
3818,1274,152,3,183.66
3819,1274,14,2,285.59
3820,1275,131,1,158.4
3821,1275,56,2,430.88
3822,1276,185,3,231.65
3823,1276,101,2,460.81
3824,1276,123,3,398.53
3825,1276,171,2,43.45
3826,1277,159,1,429.3
3827,1278,78,4,193.8
3828,1279,14,3,111.58
3829,1280,20,3,211.66
3830,1280,6,3,386.37
3831,1280,31,3,75.21
3832,1281,163,1,440.74
3833,1282,4,1,47.62
3834,1282,61,4,435.55
3835,1283,70,1,352.92
3836,1283,123,1,367.06
3837,1283,40,2,37.25
3838,1284,10,4,219.08
3839,1285,4,1,330.02
3840,1285,198,3,356.4
3841,1286,69,1,337.27
3842,1286,49,2,346.39
3843,1287,145,4,281.68
3844,1288,184,1,146.83
3845,1288,23,3,230.85
3846,1289,96,3,364.47
3847,1289,139,2,163.75
3848,1290,45,4,189.19
3849,1290,89,3,78.08
3850,1290,173,4,339.48
3851,1290,105,3,480.89
3852,1291,36,3,462.74
3853,1291,166,4,228.13
3854,1291,139,2,445.42
3855,1292,154,3,272.4
3856,1292,191,2,426.29
3857,1293,178,4,45.46
3858,1293,108,1,495.3
3859,1294,27,1,131.08
3860,1294,141,2,371.16
3861,1294,176,3,247.14
3862,1294,84,3,276.48
3863,1294,102,4,113.44
3864,1295,58,4,82.07
3865,1296,130,1,250.13
3866,1297,62,4,154.91
3867,1297,54,1,476.02
3868,1297,49,1,13.03
3869,1298,48,1,38.18
3870,1298,116,1,213.85
3871,1299,179,3,174.87
3872,1300,110,4,319.43
3873,1300,152,1,341.16
3874,1300,9,4,163.22
3875,1301,99,1,214.24
3876,1301,151,3,474.82
3877,1301,176,4,497.35
3878,1301,98,1,481.57
3879,1302,65,1,46.07
3880,1302,186,1,230.07
3881,1302,192,3,124.48
3882,1302,121,1,164.82
3883,1303,158,4,52.0
3884,1303,176,2,298.75
3885,1304,114,1,253.53
3886,1304,119,3,350.08
3887,1304,100,1,130.34
3888,1304,31,4,91.09
3889,1304,116,3,427.51
3890,1305,85,4,59.29
3891,1305,40,1,103.57
3892,1305,125,2,7.82
3893,1305,199,2,387.37
3894,1305,12,3,95.43
3895,1306,59,4,405.17
3896,1306,30,1,86.39
3897,1306,34,1,221.86
3898,1306,94,4,15.17
3899,1307,28,4,239.46
3900,1307,72,4,280.85
3901,1307,109,1,37.26
3902,1307,68,3,239.94
3903,1307,130,2,453.78
3904,1308,7,2,47.76
3905,1309,169,3,280.9
3906,1309,123,1,485.58
3907,1309,169,2,293.15
3908,1309,30,1,119.96
3909,1310,192,4,10.54
3910,1310,16,1,60.81
3911,1311,136,1,155.16
3912,1311,36,3,460.76
3913,1311,123,2,98.39
3914,1311,122,4,241.97
3915,1311,26,2,196.99
3916,1312,38,2,429.63
3917,1313,132,1,285.25
3918,1313,64,4,420.69
3919,1313,93,2,414.85
3920,1313,105,1,377.42
3921,1314,8,2,337.47
3922,1314,96,4,227.67
3923,1314,58,2,242.29
3924,1314,131,4,324.79
3925,1315,154,3,251.08
3926,1315,20,4,301.91
3927,1316,22,2,387.59
3928,1316,11,3,142.31
3929,1316,72,4,326.83
3930,1316,88,3,418.98
3931,1316,155,3,460.07
3932,1317,125,4,379.92
3933,1317,177,2,237.32
3934,1317,24,4,487.74
3935,1317,137,1,129.54
3936,1317,69,3,438.0
3937,1318,81,3,454.07
3938,1318,145,2,177.51
3939,1319,133,4,142.87
3940,1319,154,4,336.49
3941,1319,49,2,402.11
3942,1320,176,3,357.75
3943,1320,142,3,106.21
3944,1321,45,1,363.67
3945,1321,75,2,106.84
3946,1321,163,3,95.62
3947,1321,166,4,190.62
3948,1321,101,4,359.94
3949,1322,138,3,77.44
3950,1322,156,1,130.01
3951,1322,97,4,6.62
3952,1322,49,3,464.26
3953,1323,71,4,103.6
3954,1323,14,4,315.92
3955,1323,126,1,240.8
3956,1323,100,3,64.13
3957,1323,47,1,183.86
3958,1324,18,3,58.19
3959,1325,25,4,106.42
3960,1325,170,1,9.88
3961,1326,73,4,124.14
3962,1326,57,3,464.29
3963,1326,91,2,80.09
3964,1327,196,2,90.06
3965,1327,99,2,273.15
3966,1327,5,2,50.13
3967,1328,125,1,52.36
3968,1328,105,2,124.8
3969,1328,157,2,446.48
3970,1329,28,1,123.19
3971,1329,79,4,291.92
3972,1329,154,4,225.85
3973,1330,105,4,224.05
3974,1331,193,4,16.4
3975,1331,196,3,106.54
3976,1331,173,4,221.14
3977,1331,135,3,164.43
3978,1331,128,4,419.92
3979,1332,37,1,302.47
3980,1332,179,4,88.35
3981,1332,104,2,112.87
3982,1333,64,3,449.73
3983,1333,98,4,480.52
3984,1333,176,2,324.51
3985,1334,100,3,182.96
3986,1335,186,4,455.05
3987,1335,23,4,131.19
3988,1335,59,3,186.46
3989,1335,67,4,83.26
3990,1336,154,2,423.72
3991,1336,98,3,28.75
3992,1336,59,1,355.02
3993,1336,41,1,309.65
3994,1336,142,1,128.94
3995,1337,39,3,75.11
3996,1337,112,3,436.15
3997,1337,48,2,207.68
3998,1337,43,1,119.75
3999,1338,147,2,147.68
4000,1339,61,1,404.83
4001,1339,51,1,38.35
4002,1340,137,1,390.63
4003,1340,142,3,362.99
4004,1341,63,1,166.11
4005,1341,44,3,259.06
4006,1342,15,4,71.8
4007,1342,13,4,82.18
4008,1342,34,2,431.54
4009,1342,95,3,233.89
4010,1342,117,2,356.55
4011,1343,164,1,38.2
4012,1343,97,2,5.28
4013,1344,174,4,277.41
4014,1344,186,4,444.95
4015,1344,120,3,394.26
4016,1344,148,4,377.06
4017,1345,129,4,67.49
4018,1345,10,2,41.34
4019,1346,155,4,194.37
4020,1347,81,4,103.36
4021,1348,199,2,227.72
4022,1348,152,2,326.29
4023,1348,78,4,126.02
4024,1348,5,2,452.31
4025,1349,120,4,188.93
4026,1349,53,4,69.55
4027,1349,14,2,474.12
4028,1349,164,1,151.23
4029,1350,99,4,43.67
4030,1350,76,3,411.44
4031,1350,142,4,25.06
4032,1350,123,1,179.48
4033,1351,43,1,496.09
4034,1351,38,3,34.64
4035,1351,131,2,317.18
4036,1351,96,1,226.94
4037,1351,86,4,176.73
4038,1352,14,1,442.35
4039,1352,195,4,219.54
4040,1352,132,1,334.83
4041,1353,18,2,466.81
4042,1353,97,3,332.01
4043,1353,113,3,76.26
4044,1353,196,2,51.13
4045,1353,99,3,200.23
4046,1354,4,2,101.27
4047,1354,146,2,211.71
4048,1354,39,4,275.79
4049,1355,17,2,430.13
4050,1356,57,4,457.99
4051,1357,21,4,406.79
4052,1358,121,3,290.64
4053,1358,141,3,317.6
4054,1358,84,2,335.54
4055,1359,175,3,404.06
4056,1359,200,2,116.97
4057,1359,6,4,244.28
4058,1359,85,3,251.94
4059,1359,186,4,30.39
4060,1360,28,2,279.73
4061,1360,57,2,234.85
4062,1360,40,1,350.2
4063,1361,191,4,212.55
4064,1361,85,3,45.16
4065,1361,42,4,474.5
4066,1361,170,1,388.61
4067,1362,104,4,81.25
4068,1362,122,1,170.22
4069,1362,95,1,157.46
4070,1362,125,4,464.28
4071,1363,104,4,425.48
4072,1363,74,2,307.23
4073,1364,154,3,298.76
4074,1364,22,1,45.64
4075,1365,139,4,248.86
4076,1365,24,2,495.96
4077,1366,9,2,149.25
4078,1366,94,3,334.7
4079,1367,80,3,54.49
4080,1367,150,1,494.15
4081,1368,44,4,412.97
4082,1368,126,1,137.33
4083,1369,19,3,73.61
4084,1369,119,3,82.91
4085,1369,199,1,250.73
4086,1369,58,3,20.86
4087,1369,87,2,348.98
4088,1370,131,3,150.36
4089,1370,181,4,211.89
4090,1370,61,3,334.8
4091,1371,39,2,23.21
4092,1371,16,1,78.1
4093,1371,115,2,78.92
4094,1371,19,3,386.33
4095,1372,62,4,220.49
4096,1372,32,3,469.03
4097,1372,54,4,329.81
4098,1372,94,2,198.44
4099,1372,89,1,29.21
4100,1373,48,4,234.43
4101,1373,102,3,227.56
4102,1373,84,4,330.91
4103,1373,193,2,8.68
4104,1374,107,1,246.01
4105,1374,86,2,25.8
4106,1374,36,2,258.83
4107,1375,185,2,211.85
4108,1375,198,1,317.61
4109,1376,96,3,6.35
4110,1376,124,2,109.48
4111,1376,86,3,267.78
4112,1376,136,2,220.29
4113,1376,188,1,230.2
4114,1377,75,4,27.03
4115,1377,86,1,206.63
4116,1377,161,1,239.89
4117,1377,107,4,457.48
4118,1377,156,2,461.93
4119,1378,116,3,153.64
4120,1378,167,1,409.28
4121,1379,102,3,7.12
4122,1379,59,1,114.79
4123,1379,116,2,201.51
4124,1380,71,4,13.09
4125,1381,170,1,250.83
4126,1381,149,2,269.37
4127,1381,142,3,390.94
4128,1381,61,4,282.57
4129,1381,85,2,274.81
4130,1382,21,3,325.19
4131,1382,123,1,54.23
4132,1382,192,3,88.67
4133,1382,75,3,210.71
4134,1383,187,2,183.91
4135,1383,196,3,158.2
4136,1384,20,2,437.24
4137,1385,17,3,482.75
4138,1385,30,4,172.08
4139,1386,131,1,243.21
4140,1386,158,3,393.82
4141,1386,92,1,179.85
4142,1386,100,2,274.93
4143,1387,197,1,496.1
4144,1387,42,2,174.34
4145,1387,134,2,241.95
4146,1387,194,3,19.75
4147,1387,100,4,56.27
4148,1388,43,2,312.43
4149,1388,124,1,488.19
4150,1389,143,4,196.7
4151,1389,165,3,103.56
4152,1389,11,1,229.19
4153,1389,1,3,13.48
4154,1390,107,1,484.94
4155,1390,119,1,71.37
4156,1390,25,1,298.48
4157,1391,142,3,64.28
4158,1391,9,3,126.79
4159,1391,138,4,150.26
4160,1391,28,1,469.83
4161,1391,171,2,349.47
4162,1392,72,3,425.62
4163,1392,20,3,42.18
4164,1393,6,1,490.72
4165,1393,84,2,357.34
4166,1393,36,1,184.45
4167,1393,25,3,385.16
4168,1394,148,2,293.2
4169,1394,21,2,29.29
4170,1395,21,3,453.63
4171,1395,169,3,54.72
4172,1395,104,1,159.39
4173,1395,108,1,330.66
4174,1395,69,1,72.76
4175,1396,28,4,26.05
4176,1397,139,1,135.82
4177,1397,152,2,45.59
4178,1397,44,2,326.0
4179,1397,146,1,317.27
4180,1398,187,2,88.84
4181,1398,175,2,494.88
4182,1399,148,2,248.86
4183,1399,61,1,217.71
4184,1399,157,4,100.27
4185,1400,35,4,486.99
4186,1400,106,3,138.33
4187,1400,158,1,354.92
4188,1401,1,1,205.74
4189,1401,49,3,347.19
4190,1401,148,2,408.15
4191,1401,149,1,483.75
4192,1402,60,2,373.72
4193,1403,35,2,141.89
4194,1403,29,1,327.67
4195,1403,184,1,415.84
4196,1403,4,4,57.94
4197,1404,38,1,435.06
4198,1404,84,4,192.47
4199,1405,170,2,429.59
4200,1405,38,2,197.66
4201,1405,49,2,247.51
4202,1405,71,4,29.22
4203,1406,41,1,391.79
4204,1406,16,4,264.52
4205,1406,53,4,59.66
4206,1406,74,2,145.31
4207,1407,122,1,295.31
4208,1408,116,2,345.77
4209,1408,71,4,481.94
4210,1409,57,4,452.88
4211,1409,5,2,324.38
4212,1409,99,2,493.31
4213,1409,142,2,59.36
4214,1410,66,1,139.55
4215,1410,169,3,374.47
4216,1410,6,1,285.74
4217,1410,28,2,449.89
4218,1410,65,2,380.08
4219,1411,148,2,315.62
4220,1411,136,1,78.8
4221,1411,6,3,385.4
4222,1411,198,4,286.14
4223,1411,1,4,100.74
4224,1412,65,3,295.17
4225,1412,161,4,336.57
4226,1412,155,3,52.56
4227,1412,121,2,445.68
4228,1413,92,4,380.67
4229,1413,137,3,249.11
4230,1413,111,1,346.42
4231,1414,60,4,433.94
4232,1414,53,4,209.12
4233,1415,175,4,360.62
4234,1416,95,1,23.12
4235,1416,3,4,64.54
4236,1417,54,1,173.7
4237,1417,61,1,51.29
4238,1417,65,2,26.86
4239,1417,177,3,272.83
4240,1418,56,4,444.3
4241,1418,26,1,254.33
4242,1418,59,3,5.05
4243,1418,179,3,467.65
4244,1419,179,2,18.32
4245,1419,25,1,335.31
4246,1419,50,2,412.05
4247,1419,60,1,367.56
4248,1419,51,2,102.83
4249,1420,170,4,116.68
4250,1421,186,2,186.49
4251,1422,40,1,417.64
4252,1422,41,4,192.15
4253,1422,44,3,22.39
4254,1422,45,4,58.72
4255,1423,19,2,210.45
4256,1423,112,2,351.35
4257,1424,183,3,443.76
4258,1424,41,2,477.04
4259,1424,109,2,307.42
4260,1424,114,3,161.29
4261,1424,156,2,463.48
4262,1425,104,3,190.89
4263,1425,138,4,463.99
4264,1426,178,2,450.91
4265,1427,144,4,200.33
4266,1428,14,2,271.82
4267,1428,60,2,124.04
4268,1429,140,1,124.54
4269,1429,142,1,172.86
4270,1429,138,1,133.53
4271,1429,86,2,414.91
4272,1429,12,4,247.8
4273,1430,57,1,261.39
4274,1430,160,4,40.36
4275,1431,189,3,233.15
4276,1432,8,1,383.91
4277,1432,200,1,388.78
4278,1432,177,1,432.13
4279,1433,83,2,379.99
4280,1434,22,2,242.99
4281,1435,138,3,33.34
4282,1435,162,1,361.02
4283,1435,91,3,192.63
4284,1435,30,3,377.5
4285,1436,140,2,302.17
4286,1437,74,4,263.5
4287,1437,197,1,79.54
4288,1437,196,3,253.2
4289,1437,11,3,192.83
4290,1438,120,1,26.85
4291,1438,13,1,332.71
4292,1438,63,4,175.95
4293,1438,88,1,183.93
4294,1439,39,4,191.97
4295,1439,32,2,209.42
4296,1439,69,2,495.38
4297,1439,95,1,186.27
4298,1439,44,4,366.15
4299,1440,14,4,107.92
4300,1440,106,4,310.96
4301,1440,5,2,67.25
4302,1440,16,3,401.99
4303,1441,65,1,445.65
4304,1441,136,1,134.5
4305,1441,188,3,481.27
4306,1441,165,2,276.0
4307,1442,133,2,192.15
4308,1442,196,2,266.52
4309,1443,63,2,338.13
4310,1443,37,4,311.44
4311,1443,76,2,263.25
4312,1444,77,2,15.25
4313,1444,108,2,187.29
4314,1444,186,4,110.87
4315,1444,80,3,45.67
4316,1445,75,4,82.55
4317,1445,193,3,380.04
4318,1445,11,2,204.62
4319,1445,59,3,173.27
4320,1446,50,1,335.99
4321,1446,121,4,157.33
4322,1446,72,3,258.93
4323,1447,6,2,366.74
4324,1447,95,2,280.26
4325,1447,129,2,416.06
4326,1447,71,3,364.12
4327,1447,35,4,307.0
4328,1448,10,3,344.98
4329,1448,15,3,123.21
4330,1448,56,2,485.02
4331,1449,135,3,295.63
4332,1449,182,1,200.39
4333,1450,24,1,357.1
4334,1451,185,1,274.47
4335,1451,156,2,124.34
4336,1451,24,2,248.83
4337,1451,35,4,323.79
4338,1452,9,1,478.32
4339,1452,193,4,380.41
4340,1452,84,4,52.18
4341,1452,129,4,390.56
4342,1453,3,2,108.31
4343,1454,28,3,390.42
4344,1454,29,2,419.61
4345,1454,135,1,125.97
4346,1454,97,3,238.78
4347,1454,180,4,135.62
4348,1455,186,4,458.75
4349,1456,101,3,306.82
4350,1456,89,2,443.51
4351,1457,19,1,436.07
4352,1457,164,3,58.88
4353,1457,75,2,119.52
4354,1457,136,4,174.76
4355,1457,7,2,379.48
4356,1458,186,2,471.09
4357,1458,156,2,41.38
4358,1459,87,4,42.99
4359,1459,66,1,349.23
4360,1459,188,3,69.38
4361,1460,94,1,390.12
4362,1461,102,4,220.51
4363,1461,191,1,262.07
4364,1461,25,1,374.44
4365,1461,110,1,469.73
4366,1462,134,2,183.85
4367,1463,196,1,196.21
4368,1464,83,2,54.47
4369,1465,88,3,30.77
4370,1465,111,2,220.94
4371,1465,28,4,315.06
4372,1466,165,2,312.48
4373,1466,135,3,148.75
4374,1466,11,1,124.84
4375,1466,142,1,397.94
4376,1466,115,2,174.59
4377,1467,189,2,206.69
4378,1467,55,2,324.34
4379,1467,158,1,31.43
4380,1467,171,3,228.51
4381,1467,178,1,304.81
4382,1468,145,1,402.63
4383,1468,74,2,467.81
4384,1468,183,4,495.99
4385,1469,194,4,384.48
4386,1469,147,4,435.44
4387,1469,169,3,415.99
4388,1469,165,4,49.38
4389,1470,138,3,291.74
4390,1470,164,2,77.73
4391,1471,6,3,286.89
4392,1471,50,2,445.82
4393,1471,28,2,420.4
4394,1472,200,2,389.25
4395,1472,111,4,284.14
4396,1472,15,4,313.0
4397,1473,40,4,321.92
4398,1473,118,4,486.31
4399,1473,8,4,91.09
4400,1473,56,3,283.02
4401,1474,156,2,166.26
4402,1474,170,3,326.84
4403,1474,134,2,330.34
4404,1474,144,1,418.81
4405,1474,73,1,449.14
4406,1475,37,4,173.96
4407,1476,152,3,274.53
4408,1476,38,4,332.15
4409,1476,24,4,288.59
4410,1476,89,4,317.02
4411,1477,144,4,405.33
4412,1478,136,3,287.9
4413,1478,193,1,129.71
4414,1479,139,2,124.1
4415,1479,198,3,425.63
4416,1479,70,1,428.05
4417,1479,43,4,377.4
4418,1480,112,4,454.13
4419,1480,100,1,499.23
4420,1480,30,4,254.43
4421,1480,20,1,335.82
4422,1480,157,3,412.66
4423,1481,17,4,266.27
4424,1482,76,1,429.63
4425,1483,105,2,432.13
4426,1483,134,2,436.56
4427,1483,114,4,315.35
4428,1483,13,3,114.15
4429,1484,127,4,224.13
4430,1485,15,4,443.29
4431,1485,186,4,382.67
4432,1486,36,3,14.63
4433,1486,24,4,363.87
4434,1486,122,4,461.93
4435,1486,42,1,385.71
4436,1486,68,1,201.65
4437,1487,18,2,103.23
4438,1487,117,2,49.15
4439,1487,34,3,182.15
4440,1488,89,4,58.81
4441,1488,140,1,234.81
4442,1489,21,2,5.23
4443,1490,61,3,70.52
4444,1490,127,3,191.11
4445,1490,49,2,226.51
4446,1490,171,3,157.01
4447,1491,149,3,28.65
4448,1491,102,3,257.58
4449,1492,71,3,497.49
4450,1492,61,4,106.42
4451,1492,65,1,202.19
4452,1492,137,1,464.2
4453,1493,171,2,458.01
4454,1493,20,1,417.81
4455,1493,164,1,439.7
4456,1493,151,2,55.66
4457,1494,108,2,288.4
4458,1494,88,4,393.28
4459,1494,176,4,120.76
4460,1494,110,2,437.99
4461,1494,139,2,438.94
